Order Date,Ship Date,QB Num,P. O. #,Name,Qty(-),Qty(+),Item,Inventory Site,Remark
2025/08/29,2025/10/29,POD-251244,,Neousys Technology Incorp.,0,3.0,mPCIeHS-BTWifi-WT-6218,WH01S-NTA,SO25080505
2025/09/04,2025/10/28,SO-20251253,PO4056,"Seafloor Systems, Inc.",8.0,0,mPCIeHS-BTWifi-WT-6218,WH01S-NTA,
2025/09/22,2025/10/28,SO-20251341,PO51658,"Graftek Imaging, Inc.",1.0,0,mPCIeHS-BTWifi-WT-6218,WH01S-NTA,
2025/08/19,2025/11/5,POD-251183,SO-20251178,Neousys Technology Incorp.,0,25.0,mPCIe-M2E,WH01S-NTA,SO25080293
2025/08/19,2025/11/5,POD-251184,SO-20251179,Neousys Technology Incorp.,0,20.0,mPCIe-M2E,WH01S-NTA,SO25080294
2025/08/19,2025/11/14,SO-20251179,612452,"Uber Technologies, Inc.",20.0,0,mPCIe-M2E,WH01S-NTA,
2025/08/19,2025/11/14,SO-20251178,612452,"Uber Technologies, Inc.",25.0,0,mPCIe-M2E,WH01S-NTA,
2025/09/26,2025/11/04,SO-20251369,165320,"Northbay Networks, Inc.",4.0,0,mPCIe-M2E,WH01S-NTA,
2025/08/19,2025/10/8,POD-251180,SO-20251175,Neousys Technology Incorp.,0,20.0,mPCIe-M2E,WH01S-NTA,SO25080290
2025/10/06,2025/10/28,SO-20251432,QTD_Boson_250923,Boson Motors,2.0,0,mPCIe-M2E,WH01S-NTA,
2025/08/19,2025/10/24,SO-20251176,612452,"Uber Technologies, Inc.",20.0,0,mPCIe-M2E,WH01S-NTA,
2025/08/19,2025/10/24,SO-20251177,612452,"Uber Technologies, Inc.",20.0,0,mPCIe-M2E,WH01S-NTA,
2025/08/15,2025/10/23,SO-20251167,PO5382,"Dexterity, Inc.",1.0,0,mPCIe-M2E,WH01S-NTA,
2025/09/30,2025/10/22,POD-251383,,Neousys Technology Incorp.,0,10.0,mPCIe-M2E,WH01S-NTA,SO25090523
2025/08/28,2025/10/21,SO-20251229,CYNGN-1275,CYNGN INC.,4.0,0,mPCIe-M2E,WH01S-NTA,
2025/08/19,2025/10/17,SO-20251175,612452,"Uber Technologies, Inc.",20.0,0,mPCIe-M2E,WH01S-NTA,
2025/08/19,2025/10/16,POD-251181,SO-20251176,Neousys Technology Incorp.,0,20.0,mPCIe-M2E,WH01S-NTA,SO25080291
2025/08/19,2025/10/16,POD-251182,SO-20251177,Neousys Technology Incorp.,0,20.0,mPCIe-M2E,WH01S-NTA,SO25080292
2025/08/19,2025/11/07,SO-20251174,7291,Near Earth Autonomy,2.0,0,mPCIe-DIO-0D01,WH01S-NTA,
2025/08/14,2025/10/8,POD-251157,SO-20251145,Neousys Technology Incorp.,0,1.0,mPCIe-DIO-0D01,WH01S-NTA,SO25080222
2025/08/21,2025/10/8,POD-251191,SO-20251174,,0,2.0,mPCIe-DIO-0D01,WH01S-NTA,SO25080339
2025/09/03,2025/10/31,SO-20251248,PO-0138392,Carnegie Robotics LLC,3.0,0,mPCIe-COM-4RS232/422/485-X404,WH01S-NTA,
2025/09/04,2025/10/22,POD-251261,SO-20251248,Neousys Technology Incorp.,0,3.0,mPCIe-COM-4RS232/422/485-X404,WH01S-NTA,SO25090098
2025/08/19,2025/11/07,SO-20251174,7291,Near Earth Autonomy,2.0,0,mPCIe-COM-2RS422/485-X202,WH01S-NTA,
2025/08/14,2025/10/8,POD-251157,SO-20251145,Neousys Technology Incorp.,0,1.0,mPCIe-COM-2RS422/485-X202,WH01S-NTA,SO25080222
2025/08/21,2025/10/8,POD-251191,SO-20251174,,0,2.0,mPCIe-COM-2RS422/485-X202,WH01S-NTA,SO25080339
2025/09/30,2025/12/31,SO-20251390,455802,Navico Group Americas LLC,1.0,0,mPCIe-COM-2RS232-X203,WH01S-NTA,
2025/10/01,,POD-251396,SO-20251390,Neousys Technology Incorp.,0,1.0,mPCIe-COM-2RS232-X203,WH01S-NTA,SO25100016
2025/09/30,2025/12/31,SO-20251390,455802,Navico Group Americas LLC,1.0,0,mPCIe-CAN-IPEH-4047,WH01S-NTA,
2025/10/01,,POD-251396,SO-20251390,Neousys Technology Incorp.,0,1.0,mPCIe-CAN-IPEH-4047,WH01S-NTA,SO25100016
2025/10/01,,POD-251402,A250303,PhyTools,0,1.0,mPCIe-CAN-IPEH-4047,WH01S-NTA,
2025/10/09,2025/12/31,SO-20251446,NE011,AeroVect Technologies Inc.,2.0,0,mPCIe-CAN-IPEH-4046,WH01S-NTA,
2025/09/26,2025/11/19,SO-20251365,L054,ASRC Federal,2.0,0,mPCIe-CAN-IPEH-3049,WH01S-NTA,
2025/09/05,2025/10/24,SO-20251261,0001513611,Université Laval,1.0,0,mPCIe-CAN-IPEH-3049,WH01S-NTA,
2025/09/30,,POD-251388,A250298,PhyTools,0,2.0,mPCIe-CAN-IPEH-3049,WH01S-NTA,
2025/07/23,2026/01/08,SO-20251044,4500139970,Cognex Corporation,5.0,0,mPCIe-Ado-AX92905,WH01S-NTA,
2025/07/23,2026/01/08,SO-20251044,4500139970,Cognex Corporation,5.0,0,mPCIe-Ado-AX92905,WH01S-NTA,
2025/07/25,2025/12/24,POD-251062,SO-20251044,Neousys Technology Incorp.,0,5.0,mPCIe-Ado-AX92905,WH01S-NTA,SO25070496
2025/07/25,2025/12/24,POD-251062,SO-20251044,Neousys Technology Incorp.,0,5.0,mPCIe-Ado-AX92905,WH01S-NTA,SO25070496
2025/09/23,2025/12/31,SO-20251348,1034004597,FEV North America Inc.,1.0,0,i9-14900,WH01S-NTA,
2025/10/09,2025/12/31,SO-20251444,1829,"Alta Vision Systems, LLC",2.0,0,i9-14900,WH01S-NTA,
2025/08/19,2025/11/07,SO-20251174,7291,Near Earth Autonomy,2.0,0,i9-14900,WH01S-NTA,
2025/08/14,2025/10/8,POD-251157,SO-20251145,Neousys Technology Incorp.,0,1.0,i9-14900,WH01S-NTA,SO25080222
2025/08/21,2025/10/8,POD-251191,SO-20251174,,0,2.0,i9-14900,WH01S-NTA,SO25080339
2025/09/30,2025/10/31,SO-20251384,5905,Palladyne AI,8.0,0,i9-14900,WH01S-NTA,
2025/09/05,2025/10/24,SO-20251261,0001513611,Université Laval,1.0,0,i9-14900,WH01S-NTA,
2025/09/11,2025/10/24,SO-20251294,00007719,Evolution Motion Solutions,1.0,0,i9-14900,WH01S-NTA,
2025/08/13,2025/10/22,SO-20251153,QTD_AIM_2507172,AIM Intelligent Machines,7.0,0,i9-14900,WH01S-NTA,
2025/08/28,2025/10/21,SO-20251236, QTD_USACE_2507093,"US Army Corps of Engineers, ERDC-IEI",2.0,0,i9-14900,WH01S-NTA,
2025/09/12,2025/10/20,SO-20251304,00007736,Evolution Motion Solutions,1.0,0,i9-14900,WH01S-NTA,
2025/10/03,2025/10/17,SO-20251419,982487,"Uponor, Inc.",1.0,0,i9-14900,WH01S-NTA,
2025/09/01,2025/10/16,POD-251251,SO-20251236,Neousys Technology Incorp.,0,2.0,i9-14900,WH01S-NTA,SO25090021
2025/09/08,2025/10/16,POD-251286,SO-20251153,Neousys Technology Incorp.,0,7.0,i9-14900,WH01S-NTA,SO25090159
2025/09/25,,POD-251369,SO-20251348,Neousys Technology Incorp.,0,1.0,i9-14900,WH01S-NTA,SO25090451
2025/06/03,,POD-250762,A250165,Provantage LLC,0,14.0,i9-14900,WH01S-NTA,
2025/10/10,2025/12/31,SO-20251451,55375,True North Enterprises,37.0,0,i9-13900E,WH01S-NTA,
2025/09/03,2025/10/31,SO-20251248,PO-0138392,Carnegie Robotics LLC,3.0,0,i9-13900E,WH01S-NTA,
2025/09/04,2025/10/22,POD-251261,SO-20251248,Neousys Technology Incorp.,0,3.0,i9-13900E,WH01S-NTA,SO25090098
2025/10/09,2025/12/31,SO-20251446,NE011,AeroVect Technologies Inc.,2.0,0,i9-13900,WH01S-NTA,
2025/06/06,2025/10/31,SO-20250800,AI-001279,"Applied Intuition, Inc.",2.0,0,i9-13900,WH01S-NTA,
2025/07/15,2025/10/31,SO-20250995,"AI-001620, AI-001621","Applied Intuition, Inc.",4.0,0,i9-13900,WH01S-NTA,
2025/09/30,2025/10/31,SO-20251400,4017695,F.K. MACHINERY LTD.,1.0,0,i9-13900,WH01S-NTA,
2025/09/30,2025/10/29,SO-20251393,7000618386,Boston Scientific,1.0,0,i9-13900,WH01S-NTA,
2025/09/30,2025/10/29,SO-20251395,7000620183,Boston Scientific,1.0,0,i9-13900,WH01S-NTA,
2025/09/30,2025/10/29,SO-20251394,7000619548,Boston Scientific,2.0,0,i9-13900,WH01S-NTA,
2025/09/18,2025/10/24,SO-20251325,7000615802,Boston Scientific,4.0,0,i9-13900,WH01S-NTA,
2025/09/09,2025/10/21,SO-20251283,7000612884,Boston Scientific,3.0,0,i9-13900,WH01S-NTA,
2025/09/03,2025/10/20,SO-20251250,7000610874,Boston Scientific,1.0,0,i9-13900,WH01S-NTA,
2025/09/18,2025/10/15,SO-20251324,7000615510,Boston Scientific,1.0,0,i9-13900,WH01S-NTA,
2025/09/19,,POD-251348,A250294r,Spectrum Sourcing,0,4.0,i9-13900,WH01S-NTA,
2025/09/26,2025/11/19,SO-20251365,L054,ASRC Federal,2.0,0,i9-12900,WH01S-NTA,
2025/05/05,2026/1/14,POD-250650,SO-20250642,Neousys Technology Incorp.,0,10.0,i7-9700TE,WH01S-NTA,SO25050037
2025/05/02,2026/02/13,SO-20250642,PO064732,"FireFly Automatix, Inc.",10.0,0,i7-9700TE,WH01S-NTA,
2025/05/02,2026/01/13,SO-20250641,PO064732,"FireFly Automatix, Inc.",10.0,0,i7-9700TE,WH01S-NTA,
2025/09/30,2025/12/31,SO-20251392,QTD_Greenzie_250924,Greenzie,5.0,0,i7-9700TE,WH01S-NTA,
2025/10/10,2025/12/31,SO-20251450,NS100925PC,"Coleman Technologies, Inc. DBA Sciotex",10.0,0,i7-9700TE,WH01S-NTA,
2025/05/05,2025/12/17,POD-250649,SO-20250641,Neousys Technology Incorp.,0,10.0,i7-9700TE,WH01S-NTA,SO25050036
2025/05/02,2025/12/12,SO-20250640,PO064732,"FireFly Automatix, Inc.",10.0,0,i7-9700TE,WH01S-NTA,
2025/05/05,2025/11/19,POD-250648,SO-20250640,Neousys Technology Incorp.,0,10.0,i7-9700TE,WH01S-NTA,SO25050035
2025/05/02,2025/11/13,SO-20250639,PO064732,"FireFly Automatix, Inc.",10.0,0,i7-9700TE,WH01S-NTA,
2025/05/02,2025/10/03,SO-20250638,PO064732,"FireFly Automatix, Inc.",10.0,0,i7-9700TE,WH01S-NTA,
2025/09/08,2025/10/8,POD-251273,,Neousys Technology Incorp.,0,10.0,i7-9700E,WH01S-NTA,SO25090143
2025/09/30,2025/10/31,SO-20251397,452186,PaR SYSTEMS LLC,1.0,0,i7-9700E,WH01S-NTA,
2025/09/30,2025/10/31,SO-20251398,452186,PaR SYSTEMS LLC,1.0,0,i7-9700E,WH01S-NTA,
2025/09/30,2025/10/31,SO-20251399,452186,PaR SYSTEMS LLC,1.0,0,i7-9700E,WH01S-NTA,
2025/09/05,2025/10/24,SO-20251260,58059,"INFLEXION POINT, LLC",20.0,0,i7-9700E,WH01S-NTA,
2025/09/08,2025/10/16,POD-251278,SO-20251260,Neousys Technology Incorp.,0,20.0,i7-9700E,WH01S-NTA,SO25090138
2025/09/12,2025/10/30,SO-20251299,2581562,ABB Electrification Canada inc.,1.0,0,i7-9700,WH01S-NTA,
2025/08/27,2025/10/21,SO-20251227,6100075127,The Timken Company,1.0,0,i7-9700,WH01S-NTA,
2025/10/01,2025/10/31,SO-20251401,310P063344,"Flanders Electric Motor Service, LLC(IN)",2.0,0,i7-8700,WH01S-NTA,
2025/10/07,2025/10/31,SO-20251435,310P063432,"Flanders Electric Motor Service, LLC(IN)",4.0,0,i7-8700,WH01S-NTA,
2025/09/29,2025/12/31,SO-20251376,722,Aerflite Canada Inc.,1.0,0,i7-14700,WH01S-NTA,
2025/10/09,2025/12/31,SO-20251448,09102025-1,"PitPro Automation, Inc.",4.0,0,i7-14700,WH01S-NTA,
2025/10/09,2025/12/31,SO-20251447,09102025-1,"PitPro Automation, Inc.",2.0,0,i7-14700,WH01S-NTA,
2025/10/13,2025/12/31,SO-20251459,1792-58-1,"LM3 Technologies, Inc.",1.0,0,i7-14700,WH01S-NTA,
2025/09/12,2025/11/5,POD-251308,SO-20251259,Neousys Technology Incorp.,0,1.0,i7-14700,WH01S-NTA,SO25090277
2025/09/04,2025/11/14,SO-20251259,405,Candela Technologies Inc.,1.0,0,i7-14700,WH01S-NTA,
2025/08/28,2025/10/21,SO-20251229,CYNGN-1275,CYNGN INC.,4.0,0,i7-14700,WH01S-NTA,
2025/09/19,2025/12/31,SO-20251333,08000,Monteris Medical,5.0,0,i7-13700TE,WH01S-NTA,
2025/10/01,2025/11/07,SO-20251405,PO01892,Jet Stream Systems Inc.,1.0,0,i7-13700,WH01S-NTA,
2025/09/25,2025/11/25,SO-20251359,00505857,LASERAX INC,2.0,0,i7-12700,WH01S-NTA,
2025/09/24,2025/11/05,SO-20251354,00505842(1),LASERAX INC,1.0,0,i7-12700,WH01S-NTA,
2025/09/11,2025/10/31,SO-20251296,00505701,LASERAX INC,6.0,0,i7-12700,WH01S-NTA,
2025/09/12,2025/10/24,SO-20251306,PO-036318,ADVANCED TECH & RESEARCH,3.0,0,i7-12700,WH01S-NTA,
2025/09/30,,POD-251389,A250299,"Newegg Business, Inc.",0,3.0,i7-12700,WH01S-NTA,
2025/09/09,2025/10/31,SO-20251281,A000859800,"L3HARRIS TECHNOLOGIES, INC.",7.0,0,i5-9500TE,WH01S-NTA,
2025/09/22,2025/10/8,POD-251353,,Neousys Technology Incorp.,0,1.0,i5-8500T,WH01S-NTA,SO25090383
2025/09/11,2025/10/14,SO-20251295,0032592,RIDGELINE ENGINEERING CO.,1.0,0,i5-8500T,WH01S-NTA,
2025/09/03,2025/10/08,SO-20251251,0032539,RIDGELINE ENGINEERING CO.,3.0,0,i5-8500T,WH01S-NTA,
2025/09/04,2025/10/28,SO-20251253,PO4056,"Seafloor Systems, Inc.",8.0,0,i5-14500,WH01S-NTA,
2025/09/12,,POD-251314,A250289,Provantage LLC,0,6.0,i5-14500,WH01S-NTA,
2025/05/19,2025/08/13,SO-20250701,41479953,Inficon Inc.,30.0,0,i3-12100TE,WH01S-NTA,
2025/05/23,2025/08/13,SO-20250726,41481439,Inficon Inc.,30.0,0,i3-12100TE,WH01S-NTA,
2025/05/23,2025/08/13,SO-20250728,41481440,Inficon Inc.,30.0,0,i3-12100TE,WH01S-NTA,
2025/04/24,2025/07/23,SO-20250600,41477111,Inficon Inc.,21.0,0,i3-12100TE,WH01S-NTA,
2025/04/24,2025/07/23,SO-20250601,41477111,Inficon Inc.,23.0,0,i3-12100TE,WH01S-NTA,
2025/10/01,2025/10/29,SO-20251406,QTD_UIUC-250908,University of Illinois,1.0,0,Wmkit-V-POC500,WH01S-NTA,
2025/09/16,2025/10/24,SO-20251314,46247,"Next Imaging, DBA 1stVision Inc.",2.0,0,Wmkit-V-POC500,WH01S-NTA,
2025/09/18,2025/10/16,POD-251337,SO-20251314,Neousys Technology Incorp.,0,4.0,Wmkit-V-POC500,WH01S-NTA,SO25090338
2025/09/18,2025/10/22,POD-251340,,Neousys Technology Incorp.,0,6.0,Wmkit-V-POC300_400,WH01S-NTA,SO25090346
2025/09/26,2025/12/31,SO-20251368,PO-16732,Maritime Applied Physics Corporation,30.0,0,Wmkit-POC465AWP,WH01S-NTA,
2025/09/26,2025/12/02,SO-20251367,PO-16732,Maritime Applied Physics Corporation,10.0,0,Wmkit-POC465AWP,WH01S-NTA,
2025/09/30,,POD-251378,SO-20251367,Neousys Technology Incorp.,0,7.0,Wmkit-POC465AWP,WH01S-NTA,SO25090508
2025/09/30,,POD-251378,SO-20251367,Neousys Technology Incorp.,0,3.0,Wmkit-POC465AWP,WH01S-NTA,SO25090508
2025/09/30,,POD-251379,SO-20251368,Neousys Technology Incorp.,0,30.0,Wmkit-POC465AWP,WH01S-NTA,SO25090509
2025/09/29,2025/10/31,SO-20251381,PO18348,IRD- International Road Dynamics Inc.,3.0,0,Wmkit-NRU-50,WH01S-NTA,
2025/09/30,2025/10/22,POD-251385,,Neousys Technology Incorp.,0,3.0,Wmkit-NRU-50,WH01S-NTA,SO25090525
2025/09/08,2025/10/8,POD-251274,SO-20251254,Neousys Technology Incorp.,0,10.0,Wmkit-H-POC500,WH01S-NTA,SO25090144
2025/09/26,2025/10/29,SO-20251362,0046516492,Lightning Pick | Matthews International,3.0,0,Wmkit-H-POC500,WH01S-NTA,
2025/09/04,2025/10/15,SO-20251254,46506800,Lightning Pick | Matthews International,5.0,0,Wmkit-H-POC500,WH01S-NTA,
2025/09/16,2025/10/31,SO-20251311,14666,The Alliance,10.0,0,Wmkit-H-POC300_400,WH01S-NTA,
2025/09/05,2025/10/24,SO-20251265,14648,The Alliance,1.0,0,Wmkit-H-POC300_400,WH01S-NTA,
2025/09/17,2025/10/22,POD-251333,SO-20251311,Neousys Technology Incorp.,0,10.0,Wmkit-H-POC300_400,WH01S-NTA,SO25090318
2025/09/09,2025/10/16,POD-251287,SO-20251265,Neousys Technology Incorp.,0,1.0,Wmkit-H-POC300_400,WH01S-NTA,SO25090157
2025/09/04,2025/10/28,SO-20251253,PO4056,"Seafloor Systems, Inc.",8.0,0,Win11IoT24-Value,WH01S-NTA,
2025/10/10,2025/10/17,SO-20251452,QTD_UCSD_251009,UC San Diego,1.0,0,Win11IoT24-Value,WH01S-NTA,
2025/10/09,2025/12/31,SO-20251444,1829,"Alta Vision Systems, LLC",2.0,0,Win11IoT24-High,WH01S-NTA,
2025/10/13,2025/12/31,SO-20251459,1792-58-1,"LM3 Technologies, Inc.",1.0,0,Win11IoT24-High,WH01S-NTA,
2025/09/11,2025/10/24,SO-20251294,00007719,Evolution Motion Solutions,1.0,0,Win11IoT24-High,WH01S-NTA,
2025/09/12,2025/10/24,SO-20251306,PO-036318,ADVANCED TECH & RESEARCH,3.0,0,Win11IoT24-High,WH01S-NTA,
2025/08/27,2025/10/21,SO-20251227,6100075127,The Timken Company,1.0,0,Win11IoT24-High,WH01S-NTA,
2025/09/12,2025/10/20,SO-20251304,00007736,Evolution Motion Solutions,1.0,0,Win11IoT24-High,WH01S-NTA,
2025/09/25,2025/11/25,SO-20251359,00505857,LASERAX INC,1.0,0,Win11IoT24-Entry,WH01S-NTA,
2025/09/16,2025/10/31,SO-20251311,14666,The Alliance,10.0,0,Win11IoT24-Entry,WH01S-NTA,
2025/10/08,2025/10/31,SO-20251436,PO-00869,W5 Engineering,4.0,0,Win11IoT24-Entry,WH01S-NTA,
2025/09/17,2025/10/22,POD-251333,SO-20251311,Neousys Technology Incorp.,0,10.0,Win11IoT24-Entry,WH01S-NTA,SO25090318
2025/09/09,2025/10/31,SO-20251281,A000859800,"L3HARRIS TECHNOLOGIES, INC.",7.0,0,Win10Pro-ENG64,WH01S-NTA,
2025/09/30,2025/10/31,SO-20251397,452186,PaR SYSTEMS LLC,1.0,0,Win10Pro-ENG64,WH01S-NTA,
2025/09/30,2025/10/31,SO-20251398,452186,PaR SYSTEMS LLC,1.0,0,Win10Pro-ENG64,WH01S-NTA,
2025/09/11,2025/10/22,POD-251301,SO-20251281,Neousys Technology Incorp.,0,1.0,Win10Pro-ENG64,WH01S-NTA,SO25090224
2025/09/12,2025/10/22,POD-251305,SO-20251295,Neousys Technology Incorp.,0,1.0,Win10Pro-ENG64,WH01S-NTA,SO25090238
2025/09/11,2025/10/14,SO-20251295,0032592,RIDGELINE ENGINEERING CO.,1.0,0,Win10Pro-ENG64,WH01S-NTA,
2025/09/03,2025/10/08,SO-20251251,0032539,RIDGELINE ENGINEERING CO.,3.0,0,Win10Pro-ENG64,WH01S-NTA,
2025/09/19,2025/12/31,SO-20251333,08000,Monteris Medical,5.0,0,Win10IoT21-High,WH01S-NTA,
2025/09/30,2025/10/31,SO-20251400,4017695,F.K. MACHINERY LTD.,1.0,0,Win10IoT21-High,WH01S-NTA,
2025/10/01,2025/10/31,SO-20251401,310P063344,"Flanders Electric Motor Service, LLC(IN)",2.0,0,Win10IoT21-High,WH01S-NTA,
2025/10/07,2025/10/31,SO-20251435,310P063432,"Flanders Electric Motor Service, LLC(IN)",4.0,0,Win10IoT21-High,WH01S-NTA,
2025/09/12,2025/10/30,SO-20251299,2581562,ABB Electrification Canada inc.,1.0,0,Win10IoT21-High,WH01S-NTA,
2025/09/22,2025/10/28,SO-20251341,PO51658,"Graftek Imaging, Inc.",1.0,0,Win10IoT21-High,WH01S-NTA,
2025/09/26,2025/11/21,SO-20251366,PO070225,"FireFly Automatix, Inc.",6.0,0,Win10IoT21-Entry,WH01S-NTA,
2025/09/26,2025/10/29,SO-20251362,0046516492,Lightning Pick | Matthews International,3.0,0,Win10IoT21-Entry,WH01S-NTA,
2025/09/04,2025/10/15,SO-20251254,46506800,Lightning Pick | Matthews International,5.0,0,Win10IoT21-Entry,WH01S-NTA,
2025/09/30,,POD-251390,A250300,"Kontron America, Inc.",0,5.0,Win10IoT21-Entry,WH01S-NTA,
2025/09/30,,POD-251391,A250301,"Kontron America, Inc.",0,5.0,Win10IoT21-Entry,WH01S-NTA,
2025/05/19,2025/08/13,SO-20250701,41479953,Inficon Inc.,30.0,0,Win10IoT19-Value,WH01S-NTA,
2025/05/23,2025/08/13,SO-20250726,41481439,Inficon Inc.,30.0,0,Win10IoT19-Value,WH01S-NTA,
2025/05/23,2025/08/13,SO-20250728,41481440,Inficon Inc.,30.0,0,Win10IoT19-Value,WH01S-NTA,
2025/04/24,2025/07/23,SO-20250600,41477111,Inficon Inc.,21.0,0,Win10IoT19-Value,WH01S-NTA,
2025/04/24,2025/07/23,SO-20250601,41477111,Inficon Inc.,23.0,0,Win10IoT19-Value,WH01S-NTA,
